Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Number of Positions","Index Stops","Number of Decks","Number of Poles per Deck","Circuit per Deck","Contact Timing","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Actuator Type","Actuator Length","Angle of Throw","Contact Material","Contact Finish","Mounting Type","Termination Style","Features","Depth Behind Panel"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/PS2N.JPG,360-2362-ND,PS2N,NKK Switches,SWITCH ROTARY 2-11POS 30A 125V,14,0,"53.13000","0","1","PS","Active","2 ~ 11","Adjustable","2","1","SP11T","Non-Shorting (BBM)","30A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Silver Alloy","-","Panel Mount","Screw Terminal","-","64.00mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0212N.jpg,451-1058-ND,D2D0212N,Electroswitch,SWITCH ROTARY 2-12POS 250MA 115V,7,0,"54.77000","0","1","D2","Active","2 ~ 12","Adjustable","2","1","SP12T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","18.34mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-4SN.JPG,360-3043-ND,HS16-4SN,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,12,13,"57.09000","0","1","HS","Active","2 ~ 11","Adjustable","4","1","SP11T","Shorting (MBB)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","61.50mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/HS16-4N.JPG,360-2355-ND,HS16-4N,NKK Switches,SWITCH ROTARY 2-11POS 12A 125V,9,21,"57.09000","0","1","HS","Active","2 ~ 11","Adjustable","4","1","SP11T","Non-Shorting (BBM)","12A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Phosphor Bronze","-","Panel Mount","Solder Lug","-","61.50mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/42D36-02-1-AJN.JPG,GH7343-ND,42D36-02-1-AJN,Grayhill Inc.,SWITCH ROTARY 2-10POS 1A 115V,9,0,"58.30000","0","1","42","Active","2 ~ 10","Adjustable","2","1","SP10T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","34.82mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D0806N-A.jpg,451-1022-ND,C4D0806N-A,Electroswitch,SWITCH ROTARY 2-6POS 300MA 125V,22,0,"58.55000","0","1","C4","Active","2 ~ 6","Adjustable","4","2","DP6T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","41.76mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0605N.jpg,451-1062-ND,D2D0605N,Electroswitch,SWITCH ROTARY 2-5POS 250MA 115V,6,0,"58.55000","0","1","D2","Active","2 ~ 5","Adjustable","2","3","3P5T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","18.34mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0406N.jpg,451-1061-ND,D2D0406N,Electroswitch,SWITCH ROTARY 2-6POS 250MA 115V,6,0,"61.13000","0","1","D2","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","18.34mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D1204N-A.jpg,451-1025-ND,C4D1204N-A,Electroswitch,SWITCH ROTARY 2-4POS 300MA 125V,28,0,"61.47000","0","1","C4","Active","2 ~ 4","Adjustable","4","3","3P4T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","41.76mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/photos/Grayhill%20Photos/44D30-02-2-AJN.JPG,GH7346-ND,44D30-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-6POS 1A 115V,40,0,"61.89000","0","1","44","Active","2 ~ 6","Adjustable","2","2","DP6T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","34.82mm"
"http://www.grayhill.com/assets/1/7/Rotary_42,43,44,54.pdf",//media.digikey.com/Photos/Grayhill%20Photos/42D36-02-2-AJN.JPG,GH7344-ND,42D36-02-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 1A 115V,19,0,"62.16000","0","1","42","Active","2 ~ 5","Adjustable","2","2","DP5T","Non-Shorting (BBM)","1A (AC/DC)","115V","28V","Flatted (6.35mm Dia)","11.10mm","36°","Silver Alloy","-","Panel Mount","Solder Lug","-","34.82mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/photos/NKK%20Switches%20Photos/ps3n-ro.JPG,360-2363-ND,PS3N,NKK Switches,SWITCH ROTARY 2-11POS 30A 125V,18,13,"73.75000","0","1","PS","Active","2 ~ 11","Adjustable","3","1","SP11T","Non-Shorting (BBM)","30A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Silver Alloy","-","Panel Mount","Screw Terminal","-","81.50mm"
http://www.electro-nc.com/rotaryus/c7.pdf,//media.digikey.com/photos/Electroswitch/C7D0223N.jpg,451-1037-ND,C7D0223N,Electroswitch,SWITCH ROTARY 23POS 500MA 125V,17,0,"74.52000","0","1","C7","Active","23","Fixed","2","1","SP23T","Non-Shorting (BBM)","500mA (AC), 1A (DC)","125V","28V","Flatted (6.35mm Dia)","14.29mm","15°","Brass","Silver","Panel Mount","Solder Lug","-","32.49mm"
http://www.electro-nc.com/rotaryus/d4.pdf,//media.digikey.com/photos/Electroswitch/D4G0411N.jpg,451-1102-ND,D4G0411N,Electroswitch,SWITCH ROTARY 2-11POS 500MA 115V,10,0,"76.06000","0","1","D4","Active","2 ~ 11","Adjustable","4","1","SP11T","Non-Shorting (BBM)","500mA (AC), 1.5A (DC)","115V","28V","Round (6.35mm Dia)","47.63mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","57.10mm"
http://www.electro-nc.com/rotaryus/c4.pdf,//media.digikey.com/photos/Electroswitch/C4D1504N-A.jpg,451-1026-ND,C4D1504N-A,Electroswitch,SWITCH ROTARY 2-4POS 300MA 125V,6,0,"76.23000","0","1","C4","Active","2 ~ 4","Adjustable","5","3","3P4T","Non-Shorting (BBM)","300mA (AC), 500mA (DC)","125V","28V","Flatted (6.35mm Dia)","12.70mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","48.97mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0312N.jpg,451-1060-ND,D2D0312N,Electroswitch,SWITCH ROTARY 2-12POS 250MA 115V,12,0,"77.27000","0","1","D2","Active","2 ~ 12","Adjustable","3","1","SP12T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","24.69mm"
http://www.electro-nc.com/rotaryus/d2.pdf,//media.digikey.com/photos/Electroswitch/D2D0606N.jpg,451-1063-ND,D2D0606N,Electroswitch,SWITCH ROTARY 2-6POS 250MA 115V,8,0,"78.12000","0","1","D2","Active","2 ~ 6","Adjustable","3","2","DP6T","Non-Shorting (BBM)","250mA (AC), 550mA (DC)","115V","28V","Round (6.35mm Dia)","25.40mm","30°","Brass","Silver","Panel Mount","Solder Lug","-","24.69mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/TS5N.JPG,360-2360-ND,TS5N,NKK Switches,SWITCH ROTARY 2-11POS 6A 125V,14,17,"102.71000","0","1","TS","Active","2 ~ 11","Adjustable","5","1","SP11T","Non-Shorting (BBM)","6A (AC)","125V","-","Flatted (6mm Dia)","15.60mm","30°","Phosphor Bronze","-","Panel Mount","Screw Terminal","-","70.00mm"
https://www.nkkswitches.com/pdf/hs_ps_ts.pdf,//media.digikey.com/Photos/NKK%20Switches%20Photos/PS4N.JPG,360-2364-ND,PS4N,NKK Switches,SWITCH ROTARY 2-11POS 30A 125V,11,44,"105.40000","0","1","PS","Active","2 ~ 11","Adjustable","4","1","SP11T","Non-Shorting (BBM)","30A (AC)","125V","-","Flatted (6mm Dia)","15.00mm","30°","Silver Alloy","-","Panel Mount","Screw Terminal","-","99.00mm"
http://www.ohmite.com/assets/docs/controls_switches.pdf?r=false,-,412-8E-ND,412-8E,Ohmite,SWITCH ROTARY 8POS 50A 300V,5,0,"226.02000","0","1","412","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","50A (AC/DC)","300V","20V","Flatted (6.35mm Dia)","28.58mm","30°","Silver Alloy","-","Panel Mount","Solder Lug","-","61.90mm"
https://www.ckswitches.com/media/1910/rm.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/RM102002BCB.JPG,CKN10694-ND,RM102002BCB,C&K,SWITCH ROTARY 2POS 500MA 24V,137,0,"2.27000","0","1","RM","Active","2","Fixed","1","1","SPDT","Non-Shorting (BBM)","500mA (DC)","-","24V","Screwdriver Slot","Flush","45°","Brass","Gold","Through Hole","PC Pin","-","7.37mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71ADF36-01QAJN.JPG,GH7331-ND,71ADF36-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-5POS 250MA 115V,13,0,"21.80000","0","1","71","Active","2 ~ 5","Adjustable","1","2","DP5T","Non-Shorting (BBM)","250mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","19.33mm"
"http://www.grayhill.com/assets/1/7/Rotary_50,51.pdf",//media.digikey.com/Photos/Grayhill%20Photos/50DP60-01-2-AJN.JPG,GH7356-ND,50DP60-01-2-AJN,Grayhill Inc.,SWITCH ROTARY 2-3POS 150MA 115V,16,0,"24.33000","0","1","50","Active","2 ~ 3","Adjustable","1","2","DP3T","Non-Shorting (BBM)","150mA (AC), 200mA (DC)","115V","28V","Flatted (3.17mm Dia)","9.53mm","60°","-","Gold","Panel Mount, Through Hole","PC Pin","-","13.64mm"
http://www.grayhill.com/assets/1/7/Rotary_71.pdf,//media.digikey.com/Photos/Grayhill%20Photos/71BF30-02-2-06S.jpg,GH7715-ND,71BF30-02-2-06S,Grayhill Inc.,SWITCH ROTARY 6POS 250MA 115V,19,0,"29.01000","0","1","71","Active","6","Fixed","2","2","DP6T","Shorting (MBB)","250mA (AC/DC)","115V","30V","Flatted (6.35mm Dia)","9.53mm","30°","Silver Alloy","-","Panel Mount, Through Hole, Right Angle","PC Pin","-","24.87mm"
http://www.grayhill.com/assets/1/7/Rotary_75.pdf,//media.digikey.com/Photos/Grayhill%20Photos/75BP36-01-1-06N.JPG,GH7308-ND,75BP36-01-1-06N,Grayhill Inc.,SWITCH ROTARY 6POS 200MA 115V,23,0,"30.27000","0","1","75","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","200mA (AC/DC)","115V","30V","Flatted (3.17mm Dia)","9.53mm","36°","Silver Cadmium Oxide (AgCdO)","Gold","Panel Mount, Through Hole","PC Pin","-","12.70mm"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1825537&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1825537-3.jpg,450-1807-ND,MRJE3404,TE Connectivity ALCOSWITCH Switches,SWITCH ROTARY 4POS 0.4VA 20V,31,0,"35.08000","0","1","MRJ","Active","4","Fixed","1","3","3P4T","Non-Shorting (BBM)","0.4VA (AC/DC)","20V","20V","Round (3.17mm Dia), Slotted","19.00mm","30°","Nickel","Gold","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals","8.13mm"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=8-1773450-9_SECTION_I_ROTARY_SWITCHES&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Alcoswitch%20Photos/435123-1.jpg,450-1183-ND,435123-1,TE Connectivity ALCOSWITCH Switches,SWITCH ROTARY 10POS 125MA 115V,11,0,"57.10000","0","1","6000","Active","10","Continuous","1","-","BCD","Non-Shorting (BBM)","125mA (AC)","115V","-","Knob","3.81mm","36°","Phosphor Bronze","Gold","Through Hole","PC Pin","-","-"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A102S1RNZQ.JPG,CKN11096-ND,A102S1RNZQ,C&K,SWITCH ROTARY 2POS 2.5A 125V,27,0,"4.26000","0","1","A","Active","2","Fixed","1","1","SPDT","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Screwdriver Slot","Flush","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN12100-ND,A10515RNZQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,96,0,"4.47000","0","1","A","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A12415RNCQ.JPG,CKN11794-ND,A12415RNCQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,57,0,"4.47000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","90°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A11515RNZQ.JPG,CKN11073-ND,A11515RNZQ,C&K,SWITCH ROTARY 3POS 2.5A 125V,27,0,"4.93000","0","1","A","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1350/h.pdf,-,CKN12260-ND,H20207RR01Q,C&K,SWITCH ROTARY 2POS 12A 125V,54,0,"5.39000","0","1","H","Active","2","Fixed","1","2","DPDT","Not Specified","12A (AC), 1A (DC)","125V","125V","Flatted (6.35mm Dia)","7.29mm","45°","Copper","Silver","Panel Mount","Solder Lug","-","14.61mm"
https://www.ckswitches.com/media/1350/h.pdf,-,CKN11869-ND,H20207RR05Q,C&K,SWITCH ROTARY 2POS 12A 125V,50,0,"5.39000","0","1","H","Active","2","Fixed","1","2","DPDT","Not Specified","12A (AC), 1A (DC)","125V","125V","Flatted (6.35mm Dia)","7.29mm","45°","Copper","Silver","Panel Mount","Quick Connect - 0.110"" (2.8mm)","-","15.25mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10703MNCQ.jpg,CKN11787-ND,A10703MNCQ,C&K,SWITCH ROTARY 7POS 2.5A 125V,66,0,"5.48000","0","1","A","Active","7","Fixed","1","1","SP7T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10405RNCQ.JPG,CKN11161-ND,A10405RNCQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,27,0,"5.57000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11793-ND,A11505RNZQ,C&K,SWITCH ROTARY 3POS 2.5A 125V,38,0,"5.77000","0","1","A","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","45°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A21405RNZQE.JPG,CKN11323-ND,A12405RNZQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,71,0,"5.80000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","90°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A12405RNCQ.JPG,CKN10991-ND,A12405RNCQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,58,0,"5.80000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","90°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10715RNZQ.JPG,CKN11037-ND,A10715RNZQ,C&K,SWITCH ROTARY 7POS 2.5A 125V,46,0,"5.91000","0","1","A","Active","7","Fixed","1","1","SP7T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10415RNZQ.jpg,CKN11779-ND,A10415RNZQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,48,0,"5.96000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11778-ND,A10403RNZQ,C&K,SWITCH ROTARY 4POS 2.5A 125V,95,0,"5.98000","0","1","A","Active","4","Fixed","1","1","SP4T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11772-ND,A10205RNZQ,C&K,SWITCH ROTARY 2POS 2.5A 125V,38,0,"5.98000","0","1","A","Active","2","Fixed","1","1","SPDT","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11783-ND,A10515RSZQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,31,0,"5.98000","0","1","A","Active","5","Fixed","1","1","SP5T","Shorting (MBB)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11160-ND,A10603RNZQ,C&K,SWITCH ROTARY 6POS 2.5A 125V,40,0,"6.01000","0","1","A","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10603RNCQ.JPG,CKN11064-ND,A10603RNCQ,C&K,SWITCH ROTARY 6POS 2.5A 125V,61,0,"6.02000","0","1","A","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A103S1RNZQ.JPG,CKN11776-ND,A103S1RNZQ,C&K,SWITCH ROTARY 3POS 2.5A 125V,38,0,"6.07000","0","1","A","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Screwdriver Slot","Flush","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A12505RNCQ.jpg,CKN11202-ND,A10803RNCQ,C&K,SWITCH ROTARY 8POS 2.5A 125V,63,0,"6.15000","0","1","A","Active","8","Fixed","1","1","SP8T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11784-ND,A10615RNZQ,C&K,SWITCH ROTARY 6POS 2.5A 125V,38,0,"6.22000","0","1","A","Active","6","Fixed","1","1","SP6T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11785-ND,A10615RSZQ,C&K,SWITCH ROTARY 6POS 2.5A 125V,27,0,"6.22000","0","1","A","Active","6","Fixed","1","1","SP6T","Shorting (MBB)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A10505RNCQE.JPG,CKN11781-ND,A10505RNCQE,C&K,SWITCH ROTARY 5POS 2.5A 125V,32,0,"6.25000","0","1","A","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10503RNZQ.jpg,CKN11780-ND,A10503RNZQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,26,0,"6.25000","0","1","A","Active","5","Fixed","1","1","SP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","9.53mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A11015RNCQ.jpg,CKN10954-ND,A11015RNCQ,C&K,SWITCH ROTARY 10POS 2.5A 125V,76,0,"6.27000","0","1","A","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/photos/CK%20Comp%20Photos/A10305RNZQK.JPG,CKN11775-ND,A10305RNZQK,C&K,SWITCH ROTARY 3POS 2.5A 125V,42,0,"6.45000","0","1","A","Active","3","Fixed","1","1","SP3T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","Epoxy Sealed Terminals, Splashproof Bushing Seal","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN12101-ND,A10715RNCQ,C&K,SWITCH ROTARY 7POS 2.5A 125V,26,0,"6.46000","0","1","A","Active","7","Fixed","1","1","SP7T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","38.10mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A10905RNCQ.JPG,CKN10905-ND,A10905RNCQ,C&K,SWITCH ROTARY 9POS 2.5A 125V,57,0,"6.48000","0","1","A","Active","9","Fixed","1","1","SP9T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11799-ND,A205S1MNZQ,C&K,SWITCH ROTARY 5POS 2.5A 125V,46,0,"6.57000","0","1","A","Active","5","Fixed","1","2","DP5T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Screwdriver Slot","Flush","30°","Silver (Ag)","Silver","Panel Mount","Solder Lug","-","20.83mm"
https://www.ckswitches.com/media/1349/arotary.pdf,//media.digikey.com/Photos/CK%20Comp%20Photos/A11005RNCQ.JPG,CKN11173-ND,A11005RNCQ,C&K,SWITCH ROTARY 10POS 2.5A 125V,33,0,"6.58000","0","1","A","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","-","14.48mm"
https://www.ckswitches.com/media/1349/arotary.pdf,-,CKN11444-ND,A11005RNCQK,C&K,SWITCH ROTARY 10POS 2.5A 125V,35,0,"6.98000","0","1","A","Active","10","Fixed","1","1","SP10T","Non-Shorting (BBM)","2.5A (AC), 350mA (DC)","125V","125V","Flatted (6.35mm Dia)","12.70mm","30°","Silver (Ag)","Silver","Panel Mount, Through Hole","PC Pin","Epoxy Sealed Terminals, Splashproof Bushing Seal","14.48mm"
