Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Circuit","Number of Positions","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Mounting Type","Termination Style","Panel Cutout Dimensions","Ingress Protection","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G002-GC-ND,A22NW-2BL-TGA-G002-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G100-GC-ND,A22NW-2BL-TGA-G100-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G002-RC-ND,A22NW-2BL-TRA-G002-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G100-RC-ND,A22NW-2BL-TRA-G100-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G002-YC-ND,A22NW-2BL-TYA-G002-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G100-YC-ND,A22NW-2BL-TYA-G100-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G002-AC-ND,A22NW-2ML-TAA-G002-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G100-AC-ND,A22NW-2ML-TAA-G100-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G002-GC-ND,A22NW-2ML-TGA-G002-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G100-GC-ND,A22NW-2ML-TGA-G100-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G002-RC-ND,A22NW-2ML-TRA-G002-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G100-RC-ND,A22NW-2ML-TRA-G100-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G002-YC-ND,A22NW-2ML-TYA-G002-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G100-YC-ND,A22NW-2ML-TYA-G100-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NO 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G002-AC-ND,A22NW-2MM-TAA-G002-AC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TGA-G002-GC-ND,A22NW-2MM-TGA-G002-GC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TRA-G002-RC-ND,A22NW-2MM-TRA-G002-RC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TYA-G002-YC-ND,A22NW-2MM-TYA-G002-YC,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.26000","0","1","A22NW","Active","Standard","SPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","24 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
https://www.littelfuse.com/~/media/commercial-vehicle/2d-prints/switches/ignition/littelfuse-switches-ignition-9506x-2d-prints.pdf,-,F9251-ND,95061-04,Littelfuse Inc.,SWITCH ROT IGN PLAST,0,0,"22.28688","0","80","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/a22__ds_e_4_2_csm608.pdf,-,A22S-2M-01-ND,A22S-2M-01,Omron Automation and Safety,SWITCH SELECT 2POS SPST-NC 10A,0,0,"22.53000","0","1","A22S","Active","Standard","SPST-NC","2","On-Off","10A (AC)","110V","-","Non-Illuminated","-","-","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP65 - Dust Tight, Oil and Water Resistant","Bezel - Round","-20°C ~ 70°C"
https://www.littelfuse.com/~/media/commercial-vehicle/2d-prints/switches/ignition/littelfuse-switches-ignition-9506x-2d-prints.pdf,-,F9250-ND,95061-01,Littelfuse Inc.,SWITCH ROT LEVER ANTIRESTART,0,0,"22.87200","0","60","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.littelfuse.com/~/media/commercial-vehicle/2d-prints/switches/ignition/littelfuse-switches-ignition-9506x-2d-prints.pdf,-,F9255-ND,95062-13,Littelfuse Inc.,SWITCH ROT 3POS SEALED KNOB,0,0,"23.17592","0","120","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/RAFI%20USA/SWITCH-SELECT-2POS.jpg,3.13.007.001/0152-ND,3.13.007.001/0152,RAFI USA,SWITCH SELECT 2POS SPDT 100MA,0,0,"23.52000","0","2","-","Active","Standard","SPDT","2","On-On","100mA (AC/DC)","35V","35V","Non-Illuminated","-","-","Through Hole","PC Pin","-","IP40","Bezel - Round","-25°C ~ 70°C"
-,-,1.15153.1060100-ND,1.15153.1060100,RAFI USA,LUMOTAST 25 SELECTOR SWITCH 90,0,0,"23.99500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G101-AA-ND,A22NW-2BM-TAA-G101-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G102-AA-ND,A22NW-2BM-TAA-G102-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G202-AA-ND,A22NW-2BM-TAA-G202-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G101-GA-ND,A22NW-2BM-TGA-G101-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G102-GA-ND,A22NW-2BM-TGA-G102-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G202-GA-ND,A22NW-2BM-TGA-G202-GA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G101-RA-ND,A22NW-2BM-TRA-G101-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G102-RA-ND,A22NW-2BM-TRA-G102-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G202-RA-ND,A22NW-2BM-TRA-G202-RA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G101-YA-ND,A22NW-2BM-TYA-G101-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G102-YA-ND,A22NW-2BM-TYA-G102-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G202-YA-ND,A22NW-2BM-TYA-G202-YA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.01000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
-,-,3.13007.0110152-ND,3.13007.0110152,RAFI USA,ROTARY SWITCH IP40 2X90,0,0,"24.51500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,3.13007.0210152-ND,3.13007.0210152,RAFI USA,ROTARY SWITCH IP40 3X90,0,0,"24.51500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,3.13007.0310152-ND,3.13007.0310152,RAFI USA,ROTARY SWITCH IP40 4X90,0,0,"24.51500","0","2","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G101-AB-ND,A22NW-2BM-TAA-G101-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G102-AB-ND,A22NW-2BM-TAA-G102-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TAA-G202-AB-ND,A22NW-2BM-TAA-G202-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G101-GB-ND,A22NW-2BM-TGA-G101-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G102-GB-ND,A22NW-2BM-TGA-G102-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TGA-G202-GB-ND,A22NW-2BM-TGA-G202-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G101-RB-ND,A22NW-2BM-TRA-G101-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G102-RB-ND,A22NW-2BM-TRA-G102-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TRA-G202-RB-ND,A22NW-2BM-TRA-G202-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G101-YB-ND,A22NW-2BM-TYA-G101-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G102-YB-ND,A22NW-2BM-TYA-G102-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BM-TYA-G202-YB-ND,A22NW-2BM-TYA-G202-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"24.59000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G101-AA-ND,A22NW-2RL-TAA-G101-AA,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.17000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","6 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
