Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Coil Type","Voltage - Rated","Current Rating (Amps)","Steps per Revolution","Step Angle","Accuracy","Torque - Holding (oz-in / mNm)","Size / Dimension","NEMA Frame Size","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Operating Temperature","Coil Resistance","Features"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z249U-ND,17PY-Z249U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"40.29900","0","10","17PY","Active","Hybrid","Unipolar","24VDC","800mA","400","0.9°","-","17 / 120","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2.7 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z264U-ND,17PY-Z264U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"40.29900","0","10","17PY","Active","Hybrid","Unipolar","24VDC","600mA","400","0.9°","-","17 / 120","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","6.9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z249B-ND,17PY-Z249B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"40.29900","0","10","17PY","Active","Hybrid","Bipolar","24VDC","600mA","400","0.9°","-","22.66 / 160","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","5.4 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K349U-ND,23KM-K349U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"40.29900","0","10","23KM","Active","Hybrid","Unipolar","24VDC","2A","200","1.8°","-","92.06 / 650","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","1.5 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K355U-ND,23KM-K355U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"40.29900","0","10","23KM","Active","Hybrid","Unipolar","24VDC","1.5A","200","1.8°","-","92.06 / 650","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","2.9 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K349B-ND,23KM-K349B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"40.29900","0","10","23KM","Active","Hybrid","Bipolar","24VDC","1.4A","200","1.8°","-","113.30 / 800","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z049B-ND,17PY-Z049B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"41.00600","0","10","17PY","Active","Hybrid","Bipolar","24VDC","700mA","400","0.9°","-","38.24 / 270","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","6.2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z049U-ND,17PY-Z049U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"41.00600","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1A","400","0.9°","-","31.16 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","3.1 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z064U-ND,17PY-Z064U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"41.00600","0","10","17PY","Active","Hybrid","Unipolar","24VDC","600mA","400","0.9°","-","31.16 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","8.3 Ohms","Round Shaft"
-,-,82914016-ND,82914016,Crouzet,MOTOR 829100 - 7 5 48STEP/T GEAR,0,0,"41.68800","0","15","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z342U-ND,17PY-Z342U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"41.71300","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1.4A","400","0.9°","-","39.66 / 280","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z349U-ND,17PY-Z349U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"41.71300","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1A","400","0.9°","-","39.66 / 280","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","3.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z342B-ND,17PY-Z342B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"41.71300","0","10","17PY","Active","Hybrid","Bipolar","24VDC","900mA","400","0.9°","-","48.15 / 340","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PY-Z_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PY.JPG,14PY-Z047U-ND,14PY-Z047U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"42.42000","0","10","14PY","Active","Hybrid","Unipolar","24VDC","800mA","400","0.9°","-","5.67 / 40","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Connector","-","2.4 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PY-Z_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PY.JPG,14PY-Z064U-ND,14PY-Z064U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"42.42000","0","10","14PY","Active","Hybrid","Unipolar","24VDC","400mA","400","0.9°","-","5.67 / 40","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.023"" (26.00mm)","Connector","-","9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z142B-ND,17PY-Z142B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"42.42000","0","10","17PY","Active","Hybrid","Bipolar","24VDC","1A","400","0.9°","-","55.24 / 390","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.6 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K044U-ND,23KM-K044U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"42.42000","0","10","23KM","Active","Hybrid","Unipolar","24VDC","3A","200","1.8°","-","107.64 / 760","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","0.85 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K055U-ND,23KM-K055U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"42.42000","0","10","23KM","Active","Hybrid","Unipolar","24VDC","1.5A","200","1.8°","-","107.64 / 760","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","3.3 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K044B-ND,23KM-K044B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"42.42000","0","10","23KM","Active","Hybrid","Bipolar","24VDC","2.2A","200","1.8°","-","141.63 / 1000","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","1.7 Ohms","Round Shaft"
http://media.crouzet.com/datasheets/english/stepper-motors-direct-drive-stepper-motors-7-5-10-watts-2-phases-Part%20number-82930002.pdf,-,82930002-ND,82930002,Crouzet,STEPPER MOTOR PM BIPOLAR 10.4V,0,0,"42.61200","0","15","82930","Active","Permanent Magnet","Bipolar","10.4VDC","480mA","48","7.5°","-","25.5 / 180","Round - 2.280"" Dia (57.80mm)","-","0.157"" (4.00mm)","0.630"" (16.00mm)","2.630"" (66.68mm)","Wire Leads","-","22.3 Ohms","Round Shaft"
http://media.crouzet.com/datasheets/english/stepper-motors-direct-drive-stepper-motors-7-5-10-watts-4-phases-Part%20number-82930015.pdf,-,82930015-ND,82930015,Crouzet,STEPPER MOTOR PM UNIPOLAR 10.4V,0,0,"42.61200","0","15","82930","Active","Permanent Magnet","Unipolar","10.4VDC","480mA","48","7.5°","-","21.9 / 155","Round - 2.280"" Dia (57.80mm)","-","0.157"" (4.00mm)","0.630"" (16.00mm)","2.630"" (66.68mm)","Wire Leads","-","22.3 Ohms","Round Shaft"
-,-,82930005-ND,82930005,Crouzet,MOTOR 829300 - 7 5 48STEP/T - 2,0,0,"42.61200","0","15","82930","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920013-ND,82920013,Crouzet,STEPPER MOTOR 2PH 10.7OHM,0,0,"42.75280","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920007-ND,82920007,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 2,0,0,"42.75280","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920008-ND,82920008,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 4,0,0,"42.75280","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920011-ND,82920011,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 4,0,0,"42.75280","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82920061-ND,82920061,Crouzet,MOTOR 829200 - 7 5 48STEP/T - 2,0,0,"42.75280","0","25","82920","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/PG20L-020.pdf,-,PG20L-020-XXXX-ND,PG20L-020-XXXX,NMB Technologies Corporation,STEP MOTOR PM GEARED BIPOLAR 3V,0,0,"43.17800","0","5","PG","Active","Permanent Magnet Gear Motor","Bipolar","3VDC","-","-","-","-","-","Round - 0.787"" Dia (20.00mm)","-","0.157"" (4.00mm)","0.394"" (10.00mm)","0.984"" (25.00mm)","Wire Leads","-10°C ~ 50°C","80 Ohms","Flatted Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/10PM-K_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_10PM.JPG,10PM-K202B-ND,10PM-K202B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"43.17833","0","6","10PM","Active","Hybrid","Bipolar","24VDC","700mA","200","1.8°","-","4.67 / 33","Square - 0.984"" x 0.984"" (25.00mm x 25.00mm)","10","0.197"" (5.00mm)","0.394"" (10.00mm)","0.787"" (20.00mm)","Connector","-","3.8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M247B-ND,14PM-M247B,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"43.17833","0","6","14PM","Active","Hybrid","Bipolar","24VDC","600mA","200","1.8°","-","4.82 / 34","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.984"" (25.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","3.8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PY-Z.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PY.JPG,14PY-Z047B-ND,14PY-Z047B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"43.17833","0","6","14PY","Active","Hybrid","Bipolar","24VDC","600mA","400","0.9°","-","7.79 / 55","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.984"" (25.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","4.8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z442B-ND,17PY-Z442B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"43.83400","0","10","17PY","Active","Hybrid","Bipolar","24VDC","900mA","400","0.9°","-","76.48 / 540","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","5.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z142U-ND,17PY-Z142U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"43.83400","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1.4A","400","0.9°","-","42.49 / 300","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2.3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z149U-ND,17PY-Z149U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"43.83400","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1A","400","0.9°","-","42.49 / 300","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z442U-ND,17PY-Z442U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"43.83400","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1.4A","400","0.9°","-","63.73 / 450","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","3.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PY-Z449U-ND,17PY-Z449U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"43.83400","0","10","17PY","Active","Hybrid","Unipolar","24VDC","1A","400","0.9°","-","63.73 / 450","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PM-K_.pdf,-,17PM-K348B-ND,17PM-K348B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"43.93500","0","2","17PM","Active","Hybrid","Bipolar","24VDC","1.4A","200","1.8°","-","43.9 / 310","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","-","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","1.8 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K144U-ND,23KM-K144U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"44.54100","0","10","23KM","Active","Hybrid","Unipolar","24VDC","3A","200","1.8°","-","148.71 / 1050","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","1 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K155U-ND,23KM-K155U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"44.54100","0","10","23KM","Active","Hybrid","Unipolar","24VDC","1.5A","200","1.8°","-","148.71 / 1050","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","3.9 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K144B-ND,23KM-K144B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"44.54100","0","10","23KM","Active","Hybrid","Bipolar","24VDC","2.1A","200","1.8°","-","177.04 / 1250","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","2 Ohms","Round Shaft"
-,//media.digikey.com/Photos/Crouzet%20Photos/PH_80510.JPG,966-1680-ND,80910003,Crouzet,MOTOR DC LINEAR .0167 MM-STEP PO,0,0,"45.25543","0","35","80910","Active","Permanent Magnet Linear Actuator","Unipolar","12.7VDC","190mA","48","7.5°","-","-","Round - 1.409"" Dia (35.80mm)","-","0.177"" (4.50mm)","1.240"" (31.50mm)","1.811"" (46.00mm)","Wire Leads","-5°C ~ 75°C","66 Ohms","Threaded Shaft"
-,//media.digikey.com/Photos/Crouzet%20Photos/PH_80510.JPG,966-1681-ND,80910501,Crouzet,MOTOR DC LINEAR .033 MM-STEP POS,0,0,"45.25543","0","35","80910","Active","Permanent Magnet Linear Actuator","Bipolar","5.6VDC","440mA","24","15°","-","-","Round - 1.409"" Dia (35.80mm)","-","0.177"" (4.50mm)","1.240"" (31.50mm)","1.811"" (46.00mm)","Wire Leads","-5°C ~ 75°C","12.9 Ohms","Threaded Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/10PM-K_.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_10PM.JPG,10PM-K701B-ND,10PM-K701B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"46.05667","0","6","10PM","Active","Hybrid","Bipolar","24VDC","630mA","200","1.8°","-","8.78 / 62","Square - 0.984"" x 0.984"" (25.00mm x 25.00mm)","10","0.197"" (5.00mm)","0.394"" (10.00mm)","0.787"" (20.00mm)","Connector","-","5.8 Ohms","Round Shaft"
-,-,14PM-F150-BPVS-ND,14PM-F150-BPVS,NMB Technologies Corporation,STEP MOTOR,0,0,"46.05667","0","6","14PM","Active","Hybrid","Bipolar","24VDC","1.5A","200","1.8°","-","32.57 / 230","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.787"" (20.00mm)","1.142"" (29.00mm)","Wire Leads with Connector","-","1.8 Ohms","Flatted Shaft"
-,-,82930043-ND,82930043,Crouzet,MOTOR 829300 - 7 5 48STEP/T - 2,0,0,"46.37933","0","15","82930","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82940003-ND,82940003,Crouzet,MOTOR 829300 - 7 5 48STEP/T - 4,0,0,"46.52083","0","12","82940","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82940009-ND,82940009,Crouzet,MOTOR 829400 - 7 5 48STEP/T - 2,0,0,"46.52083","0","12","82940","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82940014-ND,82940014,Crouzet,MOTOR 829300 - 7 5 48STEP/T - 2,0,0,"46.52083","0","12","82940","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82940015-ND,82940015,Crouzet,MOTOR 829300 - 7 5 48STEP/T - 4,0,0,"46.52083","0","12","82940","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K744U-ND,23KM-K744U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"46.66200","0","10","23KM","Active","Hybrid","Unipolar","24VDC","3A","200","1.8°","-","212.44 / 1500","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","1.15 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K755U-ND,23KM-K755U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"46.66200","0","10","23KM","Active","Hybrid","Unipolar","24VDC","1.5A","200","1.8°","-","169.96 / 1200","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","4.6 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/23km-k_2.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,23KM-K744B-ND,23KM-K744B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"46.66200","0","10","23KM","Active","Hybrid","Bipolar","24VDC","2A","200","1.8°","-","169.96 / 1200","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.813"" (20.64mm)","1.856"" (47.14mm)","Connector","-","2.3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/10PM-K405CT01CN_Spec.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_10PM.JPG,P16831-ND,10PM-K405CT01CN,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"47.01555","0","110","10PM","Active","Hybrid","Bipolar","24VDC","1.5A","200","1.8°","-","17.1 / 120","Square - 0.984"" x 0.984"" (25.00mm x 25.00mm)","10","0.197"" (5.00mm)","0.394"" (10.00mm)","0.787"" (20.00mm)","Connector","-","1.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/CanStack%20Motor%20Part%20Numbering.pdf,//media.digikey.com/Photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/MFG_42M048C.jpg,42M048C1B-R16-ND,42M048C1B-R16,Portescap,STEP MOTOR PM GEARED BIPOLAR 5V,0,0,"47.29400","0","50","42M-R","Active","Permanent Magnet Gear Motor","Bipolar","5VDC","550mA","240","1.5°","-","11.9 / 84","Round - 1.650"" Dia (42.00mm)","-","0.093"" (2.36mm)","0.469"" (11.92mm)","1.880"" (47.63mm)","Wire Leads","-20°C ~ 70°C","9.1 Ohms","Round Shaft"
