Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shell Size - Insert","Features","Color","Material","Large Diameter Supplied","Large Diameter Recovered","Small Diameter Supplied","Small Diameter Recovered","Large Recovered Length","Small Recovered Length","Total Length Supplied","Total Length Recovered"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/562A011-342-0.JPG,A132399-ND,562A011-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ11,25,0,"34.15000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","11","-","Black","Polyolefin (PO), Semi-Rigid","0.520"" (13.21mm)","0.272"" (6.91mm)","0.260"" (6.60mm)","0.138"" (3.51mm)","1.512"" (38.40mm)","0.949"" (24.10mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=322A112thru158&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/322A134-3-0.JPG,A125946-ND,322A134-3-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ34,29,0,"34.71000","0","1","Thermofit 322A1","Active","Boot, Transition - Breakout, 2:1 (T)","34","-","Black","Polyolefin (PO), Semi-Rigid","1.060"" (26.92mm)","0.500"" (12.70mm)","0.520"" (13.21mm)","0.230"" (5.84mm)","2.118"" (53.80mm)","1.520"" (38.61mm)","-","4.240"" (107.70mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FXXX-XXXFR&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/F42-60-FR.JPG,F3-9FR-ND,F3-9FR,TE Connectivity Raychem Cable Protection,HEATSHRINK BOOT BREAKOUT 4:1 BLK,66,0,"35.22000","0","1","Chem-X F","Active","Boot, Transition - Breakout, 4:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","0.900"" (22.86mm)","0.430"" (10.92mm)","0.280"" (7.11mm)","0.118"" (3.00mm)","2.008"" (51.00mm)","0.787"" (19.99mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A511thru514&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/301A511-71%5E86-0.JPG,A125939-ND,301A511-71/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ11,48,0,"35.67000","0","1","Thermofit 301A5","Active","Boot, Transition - Breakout, 2:1 (T)","11","-","Black","Polyolefin (PO), Flexible","0.780"" (19.81mm)","0.260"" (6.60mm)","0.520"" (13.21mm)","0.260"" (6.60mm)","1.591"" (40.41mm)","1.591"" (40.41mm)","-","3.181"" (80.80mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=322A112thru158&DocType=Customer+Drawing&DocLang=English,-,A141411-ND,322A123-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ23,22,0,"36.11000","0","1","Thermofit 322A1","Active","Boot, Transition - Breakout, 2:1 (T)","23","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.488"" (12.40mm)","0.260"" (6.60mm)","0.118"" (3.00mm)","1.642"" (41.71mm)","1.071"" (27.20mm)","-","3.280"" (83.31mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A012thru058&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/829099-000.JPG,A125949-ND,342A024-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ24,66,0,"36.52000","0","1","Thermofit 342A0","Active","Boot, Transition - Side Breakout, 45°","24","Adhesive Coating","Black","Polyolefin (PO), Flexible","1.060"" (26.92mm)","0.500"" (12.70mm)","0.260"" (6.60mm)","0.142"" (3.61mm)","1.618"" (41.10mm)","1.409"" (35.79mm)","-","3.642"" (92.51mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=DXXX-XXXFR&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/D14-30FR.jpg,D14-30FR-ND,D14-30FR,TE Connectivity Raychem Cable Protection,HEATSHRINK BOOT BREAKOUT 2:1 BLK,40,0,"37.19000","0","1","Chem-X D","Active","Boot, Transition - Breakout, 2:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","1.181"" (30.00mm)","0.600"" (15.24mm)","0.512"" (13.00mm)","0.170"" (4.32mm)","2.520"" (64.01mm)","1.000"" (25.40mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222D121thru196&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222D185-4-0.JPG,A125926-ND,222D185-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT R/A SZ85 BLACK,32,0,"37.44000","0","1","Thermofit 222D1","Active","Boot - 90°","85","-","Black","Polyolefin (PO), Flexible","2.598"" (65.99mm)","1.752"" (44.50mm)","2.598"" (65.99mm)","0.800"" (20.32mm)","2.598"" (65.99mm)","2.800"" (71.12mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/904734-000.JPG,A132219-ND,202F211-770-0,"TE Connectivity Aerospace, Defense and Marine",NBC MOLDED PARTS,25,0,"37.59000","0","1","Thermofit 202F2","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462A011thru060&DocType=Customer+Drawing&DocLang=English,-,A132379-ND,462A023-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ23,18,0,"39.89000","0","1","Thermofit 462A0","Active","Boot, Transition - Breakout, 3:1","23","-","Black","Polyolefin (PO), Flexible","1.060"" (26.92mm)","0.520"" (13.21mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","1.690"" (42.93mm)","1.980"" (50.29mm)","-","3.669"" (93.19mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A012thru058&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/820078-000.JPG,A132253-ND,342A034-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ34,29,0,"40.50000","0","1","Thermofit 342A0","Active","Boot, Transition - Side Breakout, 45°","34","-","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.539"" (13.69mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","2.752"" (69.90mm)","2.110"" (53.59mm)","-","5.701"" (144.81mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382W042&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/831991-000.JPG,A125959-ND,382W042-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ42,13,0,"40.96000","0","1","Thermofit 382W0","Active","Boot, Transition - Breakout, 2:1 (Y)","42","-","Black","Elastomer, Semi-Rigid","0.790"" (20.07mm)","0.310"" (7.87mm)","0.350"" (8.89mm)","0.157"" (3.99mm)","1.180"" (29.97mm)","1.260"" (32.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=FXXX-XXXFR&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/F42-60-FR.JPG,F42-60-FR-ND,F42-60-FR,TE Connectivity Raychem Cable Protection,HEATSHRINK BOOT BREAKOUT 4:1 BLK,25,0,"42.58000","0","1","Chem-X F","Active","Boot, Transition - Breakout, 4:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","1.750"" (44.45mm)","0.984"" (24.99mm)","0.790"" (20.07mm)","0.260"" (6.60mm)","2.300"" (58.42mm)","1.181"" (30.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=TXXX-XXXFR&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/T150-300FR.JPG,A126024-ND,T150-300FR,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BREAKOUT 3:1 BLK,20,0,"42.92000","0","1","Chem-X T","Active","Boot, Transition - Breakout, 3:1","-","Abrasion Resistant, Adhesive Coating, Corrosion Resistant, Flame Retardant, Weather Resistant","Black","Polyolefin (PO), Semi-Rigid","2.402"" (61.01mm)","1.417"" (35.99mm)","1.250"" (31.75mm)","0.512"" (13.00mm)","3.500"" (88.90mm)","1.600"" (40.64mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/562A022-3%5E642-0.JPG,A125974-ND,562A022-3/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ22,33,0,"42.98000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","22","-","Black","Polyolefin (PO), Semi-Rigid","0.760"" (19.30mm)","0.382"" (9.70mm)","0.370"" (9.40mm)","0.209"" (5.31mm)","1.421"" (36.09mm)","1.260"" (32.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/829100-000.JPG,A125976-ND,562A032-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ32,28,0,"43.18000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","32","-","Black","Polyolefin (PO), Flexible","0.760"" (19.30mm)","0.382"" (9.70mm)","0.520"" (13.21mm)","0.272"" (6.91mm)","1.421"" (36.09mm)","1.770"" (44.96mm)","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Heat-Shrink-Tubing/Shrink-Tubing/CAP27?device=pdf,-,CAP27BK078-ND,CAP27 BK078,Alpha Wire,HEATSHRINK CAP 2:1 SR-PO BK,50,0,"43.96000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=381A301thru304&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/381A3-1.JPG,A125952-ND,381A303-71/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 2:1 Y SZ3,13,0,"43.96000","0","1","Thermofit 381A3","Active","Boot, Transition - Breakout, 2:1 (Y)","3","Adhesive Coating","Black","Polyolefin (PO), Flexible","2.370"" (60.20mm)","0.791"" (20.10mm)","1.579"" (40.11mm)","0.791"" (20.10mm)","3.728"" (94.69mm)","3.728"" (94.69mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A511thru514&DocType=Customer+Drawing&DocLang=English,-,A125940-ND,301A512-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ12,17,0,"44.33000","0","1","Thermofit 301A5","Active","Boot, Transition - Breakout, 2:1 (T)","12","-","Black","EPB","1.350"" (34.29mm)","0.449"" (11.40mm)","0.902"" (22.91mm)","0.449"" (11.40mm)","2.370"" (60.20mm)","2.370"" (60.20mm)","-","4.740"" (120.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/382A034-4-0.JPG,A139056-ND,382A034-4-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ34,24,0,"44.57000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","34","-","Black","Polyolefin (PO), Flexible","1.520"" (38.61mm)","0.710"" (18.03mm)","1.060"" (26.92mm)","0.488"" (12.40mm)","2.579"" (65.51mm)","3.098"" (78.69mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A511thru514&DocType=Customer+Drawing&DocLang=English,-,A125941-ND,301A512-51/164-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ12,25,0,"44.74000","0","1","Thermofit 301A5","Active","Boot, Transition - Breakout, 2:1 (T)","12","-","Black","EPB","1.350"" (34.29mm)","0.449"" (11.40mm)","0.902"" (22.91mm)","0.449"" (11.40mm)","2.370"" (60.20mm)","2.370"" (60.20mm)","-","4.740"" (120.40mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/689127-000.JPG,A132207-ND,202D211-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ11 BLACK,13,0,"45.07000","0","1","Thermofit 202D2","Active","Boot","11","Flame Retardant, Fluid Resistant, Fuel Resistant, Heat Resistant, Lip","Black","Fluoroelastomer (FKM), Flexible, Irradiated","0.882"" (22.40mm)","0.449"" (11.40mm)","0.551"" (14.00mm)","0.252"" (6.40mm)","0.559"" (14.20mm)","3.402"" (86.41mm)","-","4.169"" (105.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A511thru514&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/819100-000.JPG,A132251-ND,301A511-51-0,"TE Connectivity Aerospace, Defense and Marine",TRANSITION SLIMLINE T SIZE 11,25,0,"45.44000","0","1","Thermofit 301A5","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A011thru048&DocType=Customer+Drawing&DocLang=English,-,A125938-ND,301A034-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ34,42,0,"45.65000","0","1","Thermofit 301A0","Active","Boot, Transition - Breakout, 2:1 (T)","34","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Strain Resistant","Black","Elastomer, Semi-Rigid, Irradiated","1.060"" (26.92mm)","0.531"" (13.49mm)","1.060"" (26.92mm)","0.531"" (13.49mm)","2.370"" (60.20mm)","2.362"" (59.99mm)","-","4.728"" (120.09mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202F211thru274&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202F221-770-0.jpg,A132222-ND,202F221-770-0,"TE Connectivity Aerospace, Defense and Marine",NBC MOLDED PARTS,25,0,"45.71000","0","1","Thermofit 202F2","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=381A301thru304&DocType=Customer+Drawing&DocLang=English,-,A132255-ND,381A301-51/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 2:1 Y SZ1,25,0,"46.10000","0","1","Thermofit 381A3","Active","Boot, Transition - Breakout, 2:1 (Y)","1","Adhesive Coating","Black","EPB, Flexible","0.780"" (19.81mm)","0.260"" (6.60mm)","0.520"" (13.21mm)","0.260"" (6.60mm)","1.600"" (40.64mm)","1.600"" (40.64mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=562A011thru067-25/225&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/562A022-25%5E225-0.JPG,A125973-ND,562A022-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 4:1 SZ22,33,0,"46.19000","0","1","Thermofit 562A0","Active","Boot, Transition - Breakout, 4:1","22","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","0.760"" (19.30mm)","0.382"" (9.70mm)","0.370"" (9.40mm)","0.209"" (5.31mm)","1.421"" (36.09mm)","1.260"" (32.00mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=382A012thru046&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/382A034-4%5E42-0.jpg,A125958-ND,382A034-4/42-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 Y SZ34,7,0,"46.82000","0","1","Thermofit 382A0","Active","Boot, Transition - Breakout, 2:1 (Y)","34","-","Black","Polyolefin (PO), Flexible","1.520"" (38.61mm)","0.710"" (18.03mm)","1.060"" (26.92mm)","0.488"" (12.40mm)","2.579"" (65.51mm)","3.098"" (78.69mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=222K1XX-12&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/222K121-12225-0.jpg,A132243-ND,222K121-12/225-0,"TE Connectivity Aerospace, Defense and Marine",TFIT POLY MOLDED P,25,0,"48.06000","0","1","Thermofit 222K1","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=301A511thru514&DocType=Customer+Drawing&DocLang=English,-,A132373-ND,301A513-51/164-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 2:1 T SZ13,25,0,"49.42000","0","1","Thermofit 301A5","Active","Boot, Transition - Breakout, 2:1 (T)","13","-","Black","EPB","2.370"" (60.20mm)","0.791"" (20.10mm)","1.579"" (40.11mm)","0.791"" (20.10mm)","3.461"" (87.91mm)","3.461"" (87.91mm)","-","6.921"" (175.79mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D921thru963&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/811183-000.JPG,A132210-ND,202D921-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,35,0,"49.91000","0","1","Thermofit 202D9","Active","Boot","21","Flame Retardant, Fluid Resistant, Fuel Resistant, Heat Resistant, Lip","Black","Fluoroelastomer (FKM), Flexible, Irradiated","0.760"" (19.30mm)","0.512"" (13.00mm)","0.177"" (4.50mm)","0.083"" (2.11mm)","0.618"" (15.70mm)","1.480"" (37.59mm)","-","2.370"" (60.20mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202D221-12-0.jpg,A132208-ND,202D221-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ21 BLACK,25,0,"50.59000","0","1","Thermofit 202D2","Active","Boot","21","Flame Retardant, Fluid Resistant, Fuel Resistant, Heat Resistant, Lip","Black","Fluoroelastomer (FKM), Flexible, Irradiated","1.012"" (25.70mm)","0.591"" (15.00mm)","0.630"" (16.00mm)","0.291"" (7.39mm)","0.591"" (15.01mm)","3.882"" (98.60mm)","-","4.772"" (121.21mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=322A434&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/322A434-25-0.jpg,A132252-ND,322A434-25-0,"TE Connectivity Aerospace, Defense and Marine",MOLDED PARTS,25,0,"50.59000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202K1XX-100&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/202K1-43.jpg,A132228-ND,202K174-100/86-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ74 BLACK,25,0,"50.81000","0","1","Thermofit 202K1","Active","Boot","74","Adhesive Coating, Lip","Black","Polyolefin (PO), Semi-Flexible, Halogen Free","2.050"" (52.07mm)","1.382"" (35.10mm)","1.540"" (39.12mm)","0.618"" (15.70mm)","2.830"" (71.88mm)","1.970"" (50.04mm)","-","5.120"" (130.05mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D211thru299&DocType=Customer+Drawing&DocLang=English,-,A125900-ND,202D242-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ42 BLACK,22,0,"52.24000","0","1","Thermofit 202D2","Active","Boot","42","Abrasion Resistant, Adhesive Coating, Chemical Resistant, Flame Retardant, Fluid Resistant, Heat Resistant, Lip, Strain Resist","Black","Elastomer, Semi-Rigid, Irradiated","1.340"" (34.04mm)","0.902"" (22.91mm)","1.340"" (34.04mm)","0.382"" (9.70mm)","0.618"" (15.70mm)","5.150"" (130.81mm)","-","6.280"" (159.51mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=381A301thru304&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/381A3-1.JPG,A132256-ND,381A302-51-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 2:1 Y SZ2,36,0,"52.68000","0","1","Thermofit 381A3","Active","Boot, Transition - Breakout, 2:1 (Y)","2","-","Black","EPB, Flexible","1.350"" (34.29mm)","0.449"" (11.40mm)","0.902"" (22.91mm)","0.449"" (11.40mm)","2.480"" (62.99mm)","2.480"" (62.99mm)","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=342A1XX-25/225&DocType=Customer+Drawing&DocLang=Japanese,//media.digikey.com/Photos/TE%20Connectivity/342A124-25%5E225-0.JPG,A125951-ND,342A124-25/225-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRNK BOOT BRKOUT 45DEG SZ24,34,0,"52.80000","0","1","Thermofit 342A1","Active","Boot, Transition - Side Breakout, 45°","24","Adhesive Coating, Fluid Resistant","Black","Elastomer, Semi-Rigid","1.060"" (26.92mm)","0.488"" (12.40mm)","0.520"" (13.21mm)","0.240"" (6.10mm)","1.661"" (42.19mm)","1.681"" (42.70mm)","-","3.539"" (89.89mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=202D921thru963&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/806438-000.JPG,A132213-ND,202D932-12-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT SZ32 BLACK,6,0,"53.57000","0","1","Thermofit 202D9","Active","Boot","32","Flame Retardant, Fluid Resistant, Fuel Resistant, Heat Resistant, Lip","Black","Fluoroelastomer (FKM), Flexible, Irradiated","1.030"" (26.16mm)","0.752"" (19.10mm)","0.217"" (5.51mm)","0.102"" (2.59mm)","0.800"" (20.32mm)","1.770"" (44.96mm)","-","2.921"" (74.19mm)"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=462W023&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/462W023-25-0.JPG,A125970-ND,462W023-25-0,"TE Connectivity Aerospace, Defense and Marine",HEATSHRINK BOOT BRKOUT 3:1 SZ23,54,0,"54.60000","0","1","Thermofit 462W0","Active","Boot, Transition - Breakout, 3:1","23","-","Black","Elastomer, Semi-Rigid","0.394"" (10.01mm)","0.189"" (4.80mm)","0.394"" (10.01mm)","0.189"" (4.80mm)","1.417"" (35.99mm)","2.165"" (54.99mm)","-","3.661"" (92.99mm)"
