Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Usage","Dimensions - Overall","Material","Features"
http://documents.desco.com/PDF/39160.pdf,-,39160-ND,39160,Desco,TEK TRAY PLASTEK 18X11-3/8X1-3/4,0,0,"54.23000","0","1","Protektive Pak Plastek™","Active","Tote","Storage, Transport","18.00"" L x 11.38"" W x 1.75"" H (457.2mm x 289.1mm x 44.5mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Dissipative, Foam Insert, Stackable, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37334-ND,37334,Desco,ESD HANDLER 10X6-1/4X2-7/8,0,0,"54.68000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 10.00"" W x 2.88"" H (158.8mm x 254.0mm x 73.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37358-ND,37358,Desco,ESD HANDLER 12X4X2-3/4,0,0,"54.68000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.00"" L x 12.00"" W x 2.75"" H (101.6mm x 304.8mm x 69.9mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37359-ND,37359,Desco,ESD HANDLER 12X16-5/8X1-1/4,0,0,"54.68000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 12.00"" W x 1.25"" W (422.4mm x 304.8mm x 31.8mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37366-ND,37366,Desco,ESD HANDLER 14X12-3/4X2-7/8,0,0,"54.68000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 14.00"" W x 2.88"" H (323.9mm x 355.6mm x 73.2mm)","Corrugated Fiberboard","6 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/IPH-38813.pdf,-,38813-ND,38813,Desco,HNDLR ADJ 30CELL 8X9-3/4X1"",0,0,"54.85000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","30 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38816.pdf,-,38816-ND,38816,Desco,HNDLR ADJ 15CELL 8X11-3/4X1"",0,0,"54.85000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38819.pdf,-,38819-ND,38819,Desco,HNDLR ADJ 15CELL 8X13-3/4X1"",0,0,"54.85000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38822.pdf,-,38822-ND,38822,Desco,HNDLR ADJ 15CELL 8X15-3/4X1"",0,0,"54.85000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38825.pdf,-,38825-ND,38825,Desco,HNDLR ADJ 15CELL 8X17-3/4X1"",0,0,"54.85000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","15 Cells, Dissipative, Lid Included"
-,//media.digikey.com/Photos/Desco%20Photos/MFG_35876.jpg,35876-ND,35876,Desco,WORKSTN ORG ESD SAFE 10.88x8.25"",0,0,"55.09000","0","1","Menda®","Active","Workstation Organizer","Storage, Transport","10.88"" L x 8.25"" W x 9.25"" H (276.4mm x 209.6mm x 235.0mm)","Polypropylene","12 Cells, Conductive, Hinged Lid"
http://documents.protektivepak.com/PDF/37150.pdf,-,37398-ND,37398,Desco,ESD HANDLER 8X4X1-1/4,0,0,"55.35000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.00"" L x 8.00"" W x 1.25"" H (101.6mm x 203.2mm x 31.8mm)","Corrugated Fiberboard","40 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37369-ND,37369,Desco,ESD HANDLER 14X6-1/4X3-5/8,0,0,"55.45000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 14.00"" W x 3.63"" H (158.8mm x 355.6mm x 92.2mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37276-ND,37276,Desco,ESD HANDLER 15-1/4X6-1/2X2-1/4,0,0,"55.48000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 15.25"" W x 2.25"" H (165.1mm x 387.4mm x 57.2mm)","Corrugated Fiberboard","15 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37389-ND,37389,Desco,ESD HANDLER 8X6-1/4X1-5/8,0,0,"55.82000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 8.00"" W x 1.63"" H (158.8mm x 203.2mm x 41.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/IPH-38802.pdf,-,38802-ND,38802,Desco,HNDLR ADJ 70CELL 8X1-3/4X2-1/4"",0,0,"56.30000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","70 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37342-ND,37342,Desco,ESD HANDLER 10X8-1/8X1-1/4,0,0,"56.45000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 10.00"" W x 1.25"" H (206.5mm x 254.0mm x 31.8mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37350-ND,37350,Desco,ESD HANDLER 12X12-3/4X1-1/4,0,0,"56.45000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 12.00"" W x 1.25"" H (323.9mm x 304.8mm x 31.8mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37269-ND,37269,Desco,ESD HANDLER 10X4-3/4X1,0,0,"56.58000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.75"" L x 10.00"" W x 1.00"" H (120.7mm x 254.0mm x 25.4mm)","Corrugated Fiberboard","40 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37377-ND,37377,Desco,ESD HANDLER 14X16-5/8X1-1/4,0,0,"56.61000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 14.00"" W x 1.25"" H (422.4mm x 355.6mm x 31.8mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37297-ND,37297,Desco,ESD HANDLER 8X5-3/16X1-5/8,0,0,"56.78000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","5.19"" L x 8.00"" W x 1.63"" H (131.8mm x 203.2mm x 41.4mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37353-ND,37353,Desco,ESD HANDLER 12X6-1/4X1-5/8,0,0,"56.78000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 12.00"" W x 1.63"" H (158.8mm x 304.8mm x 41.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37396-ND,37396,Desco,ESD HANDLER 8X8-1/8X1-1/4,0,0,"56.78000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 8.00"" W x 1.25"" H (206.5mm x 203.2mm x 31.8mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37399-ND,37399,Desco,ESD HANDLER 8X16-5/8X1,0,0,"56.78000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 8.00"" W x 1.00"" H (422.4mm x 203.2mm x 25.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37376-ND,37376,Desco,ESD HANDLER 14X4X2-3/4,0,0,"57.45000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","4.00"" L x 14.00"" W x 2.75"" H (101.6mm x 355.6mm x 69.9mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37050.pdf,-,37093-ND,37093,Desco,SHIPPER CIRC BD 27-3/8X24-3/8X4,0,0,"57.48740","0","50","Protektive Pak®","Active","Card Carrier","Storage, Shipping","27.38"" L x 24.38"" W x 4.00"" H (695.3mm x 619.3mm x 101.6mm)","Corrugated Fiberboard","Dissipative Foam Insert, Hinged Lid"
http://documents.protektivepak.com/PDF/37150.pdf,-,37345-ND,37345,Desco,ESD HANDLER 10X16-5/8X1,0,0,"57.59000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 10.00"" W x 1.00"" H (422.4mm x 254.0mm x 25.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid Included"
http://documents.desco.com/PDF/37561.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37560.jpg,37560-ND,37560,Desco,STORAGE CONT 13-1/2X12X13-1/4,0,0,"57.69000","0","1","Protektive Pak®","Active","Tote","Storage, Transport","14.13"" L x 12.50"" W x 13.50"" H (358.8mm x 317.5mm x 342.9mm)","Corrugated Fiberboard","Conductive, Dissipative, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37189-ND,37189,Desco,ESD HANDLER 12-5/8X10X1,0,0,"57.81000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","10.00"" L x 12.63"" W x 1.00"" H (254.0mm x 320.8mm x 25.4mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/39300.pdf,-,39300-ND,39300,Desco,CNTNR 17X13X6-3/4,0,0,"57.95000","0","1","Protektive Pak®","Active","Box","Storage, Shipping","17.00"" L x 13.00"" W x 6.75"" H (431.8mm x 330.2mm x 171.5mm)","Polypropylene","Conductive, Wire Frame"
http://documents.protektivepak.com/PDF/37568.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_47206.jpg,47206D-ND,47206,Desco,REEL HLDR ESD SAFE 13.31""x13.31"",0,0,"58.17000","0","1","Plastek™","Active","Reel Holder","Storage","13.31"" L x 13.31"" W x 9.38"" H (338.1mm x 338.1mm x 238.3mm)","Polypropylene","Chemical and Moisture Resistant, Conductive, Plastic Corners, Stackable, Viewing Slot, Wire Frame"
http://documents.protektivepak.com/PDF/37150.pdf,-,37190-ND,37190,Desco,ESD HANDLER 12-5/8X6-1/2X1,0,0,"58.23000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.50"" L x 12.63"" W x 1.00"" H (165.1mm x 320.8mm x 25.4mm)","Corrugated Fiberboard","30 Cells, Conductive, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37360-ND,37360,Desco,ESD HANDLER 12X8-1/8X1-1/4,0,0,"58.54000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","8.13"" L x 12.00"" W x 1.25"" H (206.5mm x 304.8mm x 31.8mm)","Corrugated Fiberboard","20 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37331-ND,37331,Desco,ESD HANDLER 10X12-3/4X1-5/8,0,0,"58.71000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","12.75"" L x 10.00"" W x 1.63"" H (323.9mm x 254.0mm x 41.4mm)","Corrugated Fiberboard","10 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37390-ND,37390,Desco,ESD HANDLER 8X6-1/4X1-1/4,0,0,"58.87000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 8.00"" W x 1.25"" H (158.8mm x 203.2mm x 31.8mm)","Corrugated Fiberboard","24 Cells, Dissipative Partitions, Lid and Handles Included"
http://documents.protektivepak.com/PDF/IPH-38807.pdf,-,38807-ND,38807,Desco,HNDLR ADJ 45CELL 8X5-3/4X1"",0,0,"59.18000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","45 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/IPH-38810.pdf,-,38810-ND,38810,Desco,HNDLR ADJ 30CELL 8X7-3/4X1"",0,0,"59.18000","0","1","Protektive Pak®","Active","Box","Storage, Transport","22.00"" L x 18.88"" W x 8.00"" H (558.8mm x 479.6mm x 203.2mm)","Corrugated Fiberboard","30 Cells, Dissipative, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37363-ND,37363,Desco,ESD HANDLER 12X16-5/8X1,0,0,"59.34000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","16.63"" L x 12.00"" W x 1.00"" H (422.4mm x 304.8mm x 25.4mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid Included"
http://documents.protektivepak.com/PDF/37150.pdf,-,37370-ND,37370,Desco,ESD HANDLER 14X6-1/4X2-7/8,0,0,"59.34000","0","1","Protektive Pak®","Active","Card Holder","Storage, Transport","6.25"" L x 14.00"" W x 2.88"" H (158.8mm x 355.6mm x 73.2mm)","Corrugated Fiberboard","12 Cells, Dissipative Partitions, Lid and Handles Included"
